nombre,codigo_partido,coalicion,partidos_coalicion,tradicional,temporalidad,gradonac,ideologia,paso_ideologia,justificacion_ideologia,grupo_representativo_1,paso1_gr,justificacion_gr_1,grupo_representativo_2,paso2_gr,justificacion_gr_2,part_alcaldia,part_asamblea,part_camara,part_concejo,part_gobernacion,part_presidencia,part_presidencia_1v,part_presidencia_2v,part_senado,fuente_ideologia,fuente_gr,nombre_upper,votos_alcaldia,votos_asamblea,votos_camara,votos_concejo,votos_gobernacion,votos_presidencia,votos_senado
ASOCIACIÓN DE VÍCTIMAS DEL CESAR ASOVICE,20220120,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN DE VÍCTIMAS DEL CESAR ASOVICE,0,0,0,0,0,0,0
"ASOCIACIÓN DE VÍCTIMAS FORJANDO FUTURO ""FORFUR""",20220176,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,"ASOCIACIÓN DE VÍCTIMAS FORJANDO FUTURO ""FORFUR""",0,0,0,0,0,0,0
ASOCIACIÓN DE VÍCTIMAS INTERCULTURAL Y REGIONAL,20220124,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,"https://www.camara.gov.co/representantes?location=p169,https://web.facebook.com/profile.php?id=100069329502881&sk=about",,ASOCIACIÓN DE VÍCTIMAS INTERCULTURAL Y REGIONAL,0,0,0,0,0,0,0
ASOCIACIÓN DE VÍCTIMAS MILITARES ASOVIMIL,20220093,0,,0,2022-2022,0,3,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,4,TRUE,,0,0,1,0,0,0,0,0,0,https://www.facebook.com/photo.php?fbid=126522418197897&set=pb.100025204185317.-2207520000.&type=3,,ASOCIACIÓN DE VÍCTIMAS MILITARES ASOVIMIL,0,0,0,0,0,0,0
ASOCIACIÓN DE VÍCTIMAS RENACER SIGLO XXI,20220165,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN DE VÍCTIMAS RENACER SIGLO XXI,0,0,0,0,0,0,0
ASOCIACIÓN EL PROGRESO,20220141,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,https://www.facebook.com/watch/?v=225427971900155,,ASOCIACIÓN EL PROGRESO,0,0,0,0,0,0,0
ASOCIACIÓN FAMILIAR Y AMIGOS DEL CHOCO - ASFACHOCO,20220155,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN FAMILIAR Y AMIGOS DEL CHOCO - ASFACHOCO,0,0,0,0,0,0,0
"ASOCIACIÓN GRANJA INTEGRAL TAMARINDO ""GRANITA""",20220129,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,"ASOCIACIÓN GRANJA INTEGRAL TAMARINDO ""GRANITA""",0,0,0,0,0,0,0
ASOCIACIÓN INTEGRAL CAMPESINOS DE CAÑITO ASICAC,20220283,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,5,TRUE,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN INTEGRAL CAMPESINOS DE CAÑITO ASICAC,0,0,0,0,0,0,0
ASOCIACIÓN LA MESA MINERA SEGOVIA- REMEDIOS,20220156,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN LA MESA MINERA SEGOVIA- REMEDIOS,0,0,0,0,0,0,0
ASOCIACIÓN MARIA MECHE,20220121,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN MARIA MECHE,0,0,0,0,0,0,0
ASOCIACIÓN MUJER Y TERRITORIO,20220281,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,6,TRUE,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN MUJER Y TERRITORIO,0,0,0,0,0,0,0
ASOCIACIÓN MUNICIPAL DE PESCADORES ARTESANALES DEL MUNICIPIO DE TUMACO NARIÑO LOS FAENEROS DEL MAR,20220201,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,5,TRUE,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN MUNICIPAL DE PESCADORES ARTESANALES DEL MUNICIPIO DE TUMACO NARIÑO LOS FAENEROS DEL MAR,0,0,0,0,0,0,0
ASOCIACIÓN MUNICIPAL DE USUARIOS CAMPESINOS DE TIMBIQUÍ,20220233,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,5,TRUE,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN MUNICIPAL DE USUARIOS CAMPESINOS DE TIMBIQUÍ,0,0,0,0,0,0,0
ASOCIACIÓN NACIONAL DE DESPLAZADOS UNIDOS DE COLOMBIA,20220206,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN NACIONAL DE DESPLAZADOS UNIDOS DE COLOMBIA,0,0,0,0,0,0,0
ASOCIACIÓN ORGANIZADA DE CAMPESINOS PRODUCTIVOS ASOCAMPRO,20220241,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,5,TRUE,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN ORGANIZADA DE CAMPESINOS PRODUCTIVOS ASOCAMPRO,0,0,0,0,0,0,0
ASOCIACIÓN PARA EL DESARROLLO CULTURAL Y EDUCATIVO,20220189,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN PARA EL DESARROLLO CULTURAL Y EDUCATIVO,0,0,0,0,0,0,0
ASOCIACIÓN PAZ ES VIDA (PA-VIDA),20220211,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,https://www.camara.gov.co/representantes?location=p182,,ASOCIACIÓN PAZ ES VIDA (PA-VIDA),0,0,0,0,0,0,0
ASOCIACIÓN PROTEGER,20220166,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN PROTEGER,0,0,0,0,0,0,0
ASOCIACIÓN UNIDOS LA SIBERIA,20220187,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN UNIDOS LA SIBERIA,0,0,0,0,0,0,0
ASOCIACIÓN VÍCTIMAS DE CRIMENES DEL ESTADO ASORVIMM,20220092,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN VÍCTIMAS DE CRIMENES DEL ESTADO ASORVIMM,0,0,0,0,0,0,0
ASOCIACIÓN VÍCTIMAS NÚCLEO SANTIAGO PÉREZ ASVICNUSAPER,20220107,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,https://www.camara.gov.co/representantes?location=p187,,ASOCIACIÓN VÍCTIMAS NÚCLEO SANTIAGO PÉREZ ASVICNUSAPER,0,0,0,0,0,0,0
ASOCIACIóN NACIONAL DE ABOGADOS LITIGANTES,19900079,0,,0,1990-1990,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,ASOCIACIÓN NACIONAL DE ABOGADOS LITIGANTES,0,0,0,0,0,0,0
ASOENTORNO,20220182,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOENTORNO,0,0,674,0,0,0,0
ASOGRECAN,20220159,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOGRECAN,0,0,231,0,0,0,0
ASOINTEC,20220167,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,"https://www.camara.gov.co/representantes?location=p183,https://www.camara.gov.co/representantes/juan-pablo-salazar-rivera,https://web.facebook.com/asointec/?_rdc=1&_rdr",,ASOINTEC,0,0,12566,0,0,0,0
ASOLIVIPAZ,20220108,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOLIVIPAZ,0,0,230,0,0,0,0
ASOMEVÍCTIMAS,20220097,0,,0,2022-2022,0,3,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,98,,,0,0,1,0,0,0,0,0,0,https://www.youtube.com/watch?v=5iQj1-Nz31g&ab_channel=YinnaRivera,,ASOMEVÍCTIMAS,0,0,0,0,0,0,0
ASOVCOMPARTIR-ASOCIACIÓN DE VÍCTIMAS DEL CONFLICTO,20220284,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOVCOMPARTIR-ASOCIACIÓN DE VÍCTIMAS DEL CONFLICTO,0,0,0,0,0,0,0
ASPROPISAT,20220239,0,,0,2022-2022,0,3,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,98,,,0,0,1,0,0,0,0,0,0,http://aspropisat.blogspot.com/,,ASPROPISAT,0,0,522,0,0,0,0
ASPROÑAME,20220223,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASPROÑAME,0,0,0,0,0,0,0
AUTORIDAD TRADICIONAL CASIYOUREN,20180007,0,,0,2018-2018,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,1,,,AUTORIDAD TRADICIONAL CASIYOUREN,0,0,1946,0,0,0,4041
AUTORIDADES INDIGENAS DE COLOMBIA - AICO,19910001,0,,0,1990-2022,0,1,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",98,,,1,1,1,1,1,0,0,0,1,Estatutos partido AICO,,AUTORIDADES INDIGENAS DE COLOMBIA - AICO,1090804,449190,347490,1798344,200026,0,296269
AUTORIDADES INDIGENAS DE MEDICINA ANCENTRAL DE COLOMBIA - AIMAC,20140012,0,,0,2014-2014,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,AUTORIDADES INDIGENAS DE MEDICINA ANCENTRAL DE COLOMBIA - AIMAC,0,0,1411,0,0,0,0
AVANCE LIBERAL,19910024,0,,0,1991-1991,99,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,AVANCE LIBERAL,0,0,0,0,0,0,0
AVANCE SOCIAL,20110145,0,,0,2011-2015,0,3,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",98,,,98,,,1,0,0,1,0,0,0,0,0,"http://www.roldanillo-valle.gov.co/apc-aa-files/36373534636537303839656230313034/plan-de-desarrollo-municipio-roldanillo-valle-2012-firmado.pdf,PLAN DE DESARROLLO MUNICIPIO ROLDANILLO VALLE JULIAN ALBERTO CABRERA ALCALDE UNIDOS PARA AVANZAR. Abril 30 de PDF Free Download (docplayer.es)",,AVANCE SOCIAL,10124,0,0,2215,0,0,0
AVANCEMOS,20150661,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,AVANCEMOS,0,0,0,2671,0,0,0
AVANZA SINCELEJO,20150662,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,AVANZA SINCELEJO,0,0,0,3132,0,0,0
AVANZAR ES POSIBLE!!,20150180,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,1,0,0,0,0,0,,,AVANZAR ES POSIBLE!!,77696,0,0,13950,20363,0,0
BARRANCABERMEJA CIUDAD FUTURO,20110032,0,,0,2011-2011,0,3,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",98,,,98,,,1,0,0,0,0,0,0,0,0,programa_de_gobierno_2012-2015.pdf,,BARRANCABERMEJA CIUDAD FUTURO,49987,0,0,0,0,0,0
BARRANCABERMEJA EN SERIO,20150663,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,BARRANCABERMEJA EN SERIO,0,0,0,3732,0,0,0
BARRANCABERMEJA SOCIAL,20150478,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,BARRANCABERMEJA SOCIAL,21909,0,0,0,0,0,0
"BASICO, GESTIÓN Y SERVICIO",20150421,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,"BASICO, GESTIÓN Y SERVICIO",0,0,0,0,0,0,0
BELALCAZAR SOMOS TODOS,20150664,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,BELALCAZAR SOMOS TODOS,0,0,0,1057,0,0,0
BELEN UN MUNICIPIO PARA TODOS,20070334,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,BELEN UN MUNICIPIO PARA TODOS,1350,0,0,0,0,0,0
BELLO CIUDAD DE PROGRESO,20150007,0,,0,2015-2015,0,3,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",98,,,98,,,1,0,0,0,0,0,0,0,0,05088planDesarrollo.pdf (windows.net),,BELLO CIUDAD DE PROGRESO,54543,0,0,0,0,0,0
BELLO INDEPENDIENTE,20070386,0,,0,2007-2007,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,BELLO INDEPENDIENTE,0,0,0,3205,0,0,0
BELLO POSITIVO,20150665,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,BELLO POSITIVO,0,0,0,7154,0,0,0
BELLO UNIDO,20070387,0,,0,2007-2007,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,BELLO UNIDO,0,0,0,41793,0,0,0
BETULIA SOMOS TODOS,20110119,0,,0,2011-2011,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,BETULIA SOMOS TODOS,1096,0,0,0,0,0,0
BLOQUE PAÍS NACIONAL,19900029,0,,0,1990-1990,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,BLOQUE PAÍS NACIONAL,0,0,0,0,0,0,0
BOGOTA ADELANTE,20150058,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,BOGOTA ADELANTE,778764,0,0,0,0,0,0
BOJACA...UNIDOS CONSTRUYENDO FUTURO,20150211,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,BOJACA...UNIDOS CONSTRUYENDO FUTURO,563,0,0,0,0,0,0
BUCARAMANGA EVOLUCIONA,20110090,0,,0,2011-2011,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,BUCARAMANGA EVOLUCIONA,24817,0,0,0,0,0,0
BUENOS DIAZ CAJICA,20150216,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,BUENOS DIAZ CAJICA,8299,0,0,0,0,0,0
C.G.T.  CRISTIANA,19940014,0,,0,1994-1994,0,2,1,Se clasifica los partidos políticos como de izquierda o derecha en base a sus nombres o eslóganes,3,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",98,,,0,0,0,0,0,0,1,0,0,"
,
,
",,C.G.T.  CRISTIANA,0,0,0,0,0,3316,0
CABILDO DE RESGUARDO INDIGENA ZENU,20020038,0,,0,2002-2002,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,CABILDO DE RESGUARDO INDIGENA ZENU,0,0,45793,0,0,0,0
CABILDO DE RESGUARDOINDÍGENAMAYABANGLOMA,20220271,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,2,TRUE,,0,0,1,0,0,0,0,0,0,,,CABILDO DE RESGUARDOINDÍGENAMAYABANGLOMA,0,0,0,0,0,0,0
CABILDO DEL RESGUARDO DE CALDERAS,20140007,0,,0,2014-2014,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,0,0,0,0,0,0,1,,,CABILDO DEL RESGUARDO DE CALDERAS,0,0,0,0,0,0,9419
CABILDO DEL RESGUARDO INDIGENA ZENU SAN ANDRES DE SOTAVENTO CORDOBA,20020007,0,,0,2007-2007,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,1,0,0,0,1,0,0,0,0,,,CABILDO DEL RESGUARDO INDIGENA ZENU SAN ANDRES DE SOTAVENTO CORDOBA,192273,0,0,0,15184,0,0
CABILDO INDIGENA AYWJAWASHI,20220007,0,,0,2022-2022,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,CABILDO INDIGENA AYWJAWASHI,0,0,7870,0,0,0,0
CABILDO INDIGENA DE PIOYA,20020039,0,,0,2002-2002,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,CABILDO INDIGENA DE PIOYA,0,0,6183,0,0,0,0
CABILDO INDIGENA DE SAN SEBASTIAN DE LOS LAGOS,20140005,0,,0,2014-2014,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,0,0,0,0,0,0,1,,,CABILDO INDIGENA DE SAN SEBASTIAN DE LOS LAGOS,0,0,0,0,0,0,4078
CABILDO INDIGENA RESGUARDO DE RIO BLANCO,20020040,0,,0,2002-2002,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,CABILDO INDIGENA RESGUARDO DE RIO BLANCO,0,0,14633,0,0,0,0
CABILDO MENOR INDÍGENA DE MEDIA SOMBRA,20220273,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,2,TRUE,,0,0,1,0,0,0,0,0,0,,,CABILDO MENOR INDÍGENA DE MEDIA SOMBRA,0,0,0,0,0,0,0
"CAICEDONIA, CON LA FRENTE EN ALTO",20110146,0,,0,2011-2011,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,"CAICEDONIA, CON LA FRENTE EN ALTO",4220,0,0,0,0,0,0
CAJICA ACTIVA,20110147,0,,0,2011-2011,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CAJICA ACTIVA,0,0,0,1100,0,0,0
CAJICA CON TODA SEGURIDAD,20150218,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CAJICA CON TODA SEGURIDAD,5644,0,0,0,0,0,0
CAJICA DE PIE - EL CAMBIO ES CON TODOS,20070346,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CAJICA DE PIE - EL CAMBIO ES CON TODOS,7660,0,0,0,0,0,0
CALDAS INTEGRADO SI ES POSIBLE,20150610,0,,0,2015-2015,0,2,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",98,,,98,,,0,0,0,0,1,0,0,0,0,"http://docplayer.es/191677650-Programa-de-gobierno-gobernacion-de-caldas-caldas-integrado-si-es-posible-caldas-jorge-hernan-mesa-botero-1.html,
,
",,CALDAS INTEGRADO SI ES POSIBLE,0,0,0,0,88891,0,0
CALDAS TERRITORIO DE OPORTUNIDADES,20150609,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,0,1,0,0,0,0,,,CALDAS TERRITORIO DE OPORTUNIDADES,0,0,0,0,198562,0,0
CALI NO SE RINDE,20070381,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CALI NO SE RINDE,4727,0,0,0,0,0,0
CALI PUEDE,20070451,0,,0,2007-2007,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CALI PUEDE,0,0,0,14828,0,0,0
CALI UNA NUEVA CIUDAD,20070322,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CALI UNA NUEVA CIUDAD,222198,0,0,0,0,0,0
CAMBIO CON SEGURIDAD,20150192,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CAMBIO CON SEGURIDAD,15691,0,0,0,0,0,0
CAMBIO DEMOCRACIA MALCON,19940065,0,,0,1994-1994,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,CAMBIO DEMOCRACIA MALCON,0,0,14653,0,0,0,0
CAMBIO LIBERAL,19920053,0,,0,1992-1992,99,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CAMBIO LIBERAL,0,0,0,0,0,0,0
CAMBIO SALUDABLE,20070359,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,1,0,0,0,0,0,,,CAMBIO SALUDABLE,6845,0,0,1497,0,0,0
CAMBIO SOCIAL,20070415,0,,0,2007-2007,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CAMBIO SOCIAL,0,0,0,435,0,0,0
CAMBIO TOTAL,19920022,0,,0,1992-1992,99,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CAMBIO TOTAL,0,0,0,0,0,0,0
CAMBIO Y UNIDAD SOCIAL ALTERNATIVO,20150666,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CAMBIO Y UNIDAD SOCIAL ALTERNATIVO,0,0,0,383,0,0,0
CAMPO PARA TODOS,20150612,0,,0,2015-2015,0,4,,,5,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,0,0,1,0,0,0,0,,,CAMPO PARA TODOS,1044,0,0,0,205720,0,0
CANALETE ES DE TODOS,20110089,0,,0,2011-2011,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CANALETE ES DE TODOS,2661,0,0,0,0,0,0
CANDELARIA NUESTRO COMPROMISO,20110060,0,,0,2011-2011,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CANDELARIA NUESTRO COMPROMISO,16979,0,0,0,0,0,0
CAPACIDAD Y EXPERIENCIA PARA GOBERNAR CON TRANSPARENCIA,20150485,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CAPACIDAD Y EXPERIENCIA PARA GOBERNAR CON TRANSPARENCIA,884,0,0,0,0,0,0
CAPACIDAD Y VISIÓN PARA SERVIR A MI GENTE,20150397,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CAPACIDAD Y VISIÓN PARA SERVIR A MI GENTE,0,0,0,0,0,0,0
CARAMANTA CON SENTIDO DE PERTENENCIA,20150011,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CARAMANTA CON SENTIDO DE PERTENENCIA,1957,0,0,0,0,0,0
CARTAGENA CON FIRMAS,20150667,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CARTAGENA CON FIRMAS,0,0,0,13261,0,0,0
CARTAGENA SI PUEDE,20070333,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,CARTAGENA SI PUEDE,425,0,0,0,0,0,0
"CARUPA PROSPERA, PRODUCTIVA Y EQUITATIVA",20150221,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,"CARUPA PROSPERA, PRODUCTIVA Y EQUITATIVA",1399,0,0,0,0,0,0
CAUCA QUE QUEREMOS,20150614,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,0,1,0,0,0,0,,,CAUCA QUE QUEREMOS,0,0,0,0,56043,0,0
CC,20000848,0,,0,2000-2000,99,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CC,0,0,0,0,0,0,0
CENTAUROS PA LANTE,20070433,0,,0,2007-2007,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,CENTAUROS PA LANTE,0,0,0,3481,0,0,0
